0.000000          -0.326984
0.693147          -0.498723
1.098612          -0.601108
1.386294          -0.655026
1.609438          -0.742588
1.791759          -0.738326
1.945910          -0.767877
2.079442          -0.741451
2.197225          -0.830380
2.302585          -0.791259
2.397895          -0.811096
2.484907          -0.879314
2.564949          -0.874306
2.639057          -0.908244
2.708050          -0.856479
2.772589          -0.928688
2.833213          -0.893499
2.890372          -0.932473
2.944439          -0.970378
2.995732          -0.888622
3.044522          -0.976567
3.091042          -0.965149
3.135494          -0.997795
3.178054          -0.912637
