0.000000        -0.334115             0.003303
0.693147        -0.485705             0.004395
1.098612        -0.576400             0.004193
1.386294        -0.638613             0.004554
1.609438        -0.678717             0.002738
1.791759        -0.712300             0.005635
1.945910        -0.739168             0.004923
2.079442        -0.753787             0.004752
2.197225        -0.767077             0.012723
2.302585        -0.754008             0.006996
2.397895        -0.780504             0.005496
2.484907        -0.784694             0.003668
2.564949        -0.805882             0.014363
2.639057        -0.807128             0.009576
