0.000000        -0.335223             0.005534
0.693147        -0.500758             0.003292
1.098612        -0.604214             0.012445
1.386294        -0.662387             0.016006
1.609438        -0.697698             0.017880
1.791759        -0.739554             0.003410
1.945910        -0.753959             0.010617
2.079442        -0.767936             0.021002
2.197225        -0.823033             0.011788
2.302585        -0.808687             0.016278
2.397895        -0.842554             0.012425
2.484907        -0.869241             0.030931
2.564949        -0.877750             0.023360
2.639057        -0.838594             0.011908
2.708050        -0.908811             0.031073
2.772589        -0.901368             0.023736
2.833213        -0.899253             0.018744
2.890372        -0.867499             0.005987
2.944439        -0.867096             0.024054
2.995732        -0.927754             0.021404
3.044522        -0.926335             0.015406
3.091042        -0.945746             0.021935
3.135494        -0.977877             0.019918
3.178054        -0.924844             0.011569
