0.000000        -0.337692             0.005492
0.693147        -0.502883             0.007438
1.098612        -0.597295             0.002950
1.386294        -0.659369             0.016826
1.609438        -0.695308             0.004094
1.791759        -0.755233             0.006465
1.945910        -0.766318             0.016051
2.079442        -0.778048             0.005212
2.197225        -0.824031             0.009095
2.302585        -0.843169             0.023425
2.397895        -0.886534             0.031321
2.484907        -0.863139             0.023266
2.564949        -0.902715             0.032110
2.639057        -0.878197             0.009022
2.708050        -0.933902             0.044318
2.772589        -0.955124             0.018850
2.833213        -0.907816             0.028389
2.890372        -1.032800             0.021951
2.944439        -1.017798             0.028834
2.995732        -0.922101             0.014985
3.044522        -0.983396             0.052127
3.091042        -0.982653             0.030689
3.135494        -1.071866             0.045314
3.178054        -1.014638             0.025955
3.218876        -0.968036             0.013925
3.258097        -0.987337             0.024184
3.295837        -0.986958             0.042241
3.332205        -0.978921             0.029633
3.367296        -0.954161             0.010181
3.401197        -1.061172             0.022034
3.433987        -0.949584             0.033225
3.465736        -1.010273             0.057713
3.496508        -1.036088             0.036918
3.526361        -1.061850             0.065950
3.555348        -1.107528             0.034038
3.583519        -1.082217             0.023090
3.610918        -1.141522             0.021961
3.637586        -1.082037             0.017988
3.663562        -1.084484             0.034461
