0.000000        -0.339928             0.004676
0.693147        -0.503203             0.010814
1.098612        -0.620514             0.012178
1.386294        -0.680829             0.013721
1.609438        -0.713586             0.007720
1.791759        -0.782826             0.036026
1.945910        -0.829467             0.016743
2.079442        -0.811424             0.019384
2.197225        -0.803184             0.024598
2.302585        -0.901566             0.022204
2.397895        -0.857271             0.024950
2.484907        -0.911934             0.049516
2.564949        -0.890226             0.016043
2.639057        -0.956901             0.013923
2.708050        -0.954448             0.023148
2.772589        -0.921645             0.028028
2.833213        -1.044146             0.042438
2.890372        -1.011476             0.026563
2.944439        -0.930860             0.034467
2.995732        -0.988489             0.035293
3.044522        -0.955204             0.040200
3.091042        -0.943266             0.021404
3.135494        -0.964199             0.031658
3.178054        -0.902321             0.029137
3.218876        -0.924535             0.016112
3.258097        -0.973753             0.006117
3.295837        -0.994851             0.029579
3.332205        -1.031734             0.042985
3.367296        -1.014830             0.059283
3.401197        -1.119247             0.068380
3.433987        -0.951161             0.019630
3.465736        -1.025852             0.041211
3.496508        -1.141265             0.066982
3.526361        -1.016399             0.004461
3.555348        -1.165374             0.034232
3.583519        -1.092841             0.046327
3.610918        -1.024937             0.047482
3.637586        -1.044179             0.032621
3.663562        -1.176158             0.021459
3.688879        -1.014423             0.058191
3.713572        -1.065779             0.051877
3.737670        -1.178435             0.052847
3.761200        -1.090890             0.043024
3.784190        -0.952713             0.012931
